uid,kind,domain,task,service,unit,title,must_teach,qualifier,distractor_angles,difficulty,priority,status,existing_uid,gap_note,batch
aws-waf-cannot-attach-nlb-mcq-29,mcq,D1,1.2,AWS WAF,"S: integrating AWS services to secure applications (Shield, WAF, Identity Center, Secrets Manager)",SQL injection against an API behind an NLB - change that enables WAF,"Correct: WAF attaches to CloudFront, ALB, API Gateway, AppSync and Cognito, not NLB; put CloudFront (or replace NLB with ALB) in front and attach the web ACL there. Shield Advanced on NLB handles DDoS, not injection.",least-change,"attach WAF directly to the NLB (unsupported); Shield Advanced on the NLB (DDoS only); security-group rules on port 443 (no L7 inspection); GuardDuty (detects, does not block)",2,P1,new,,,B4.1 P1 新卡
aws-waf-rate-based-http-flood-mcq-26,mcq,D1,1.2,AWS WAF,"S: integrating AWS services to secure applications (Shield, WAF, Identity Center, Secrets Manager)",HTTP flood from thousands of rotating IPs against an ALB - least ops mitigation,Correct: WAF web ACL on the ALB with a rate-based rule (requests per 5 minutes per IP) plus the Bot Control managed rule group; optionally CloudFront in front. Shield Standard already covers L3/4; NACLs cannot keep up with rotating IPs.,least-ops,"NACL deny rules per IP (unmanageable); Shield Standard (already on, L3/4 only); scale the ASG bigger (absorbs cost, no mitigation); security group rule limits (allow-only)",2,P0,new,,,B2.2 P0 新卡
aws-client-vpn-service,service,D1,1.2,AWS Client VPN,R2 service: AWS Client VPN,Client VPN: managed OpenVPN for remote users with AD/SAML/certificate auth,"Client VPN is the managed OpenVPN endpoint for people (not sites): authenticates with Active Directory, SAML (Identity Center/Okta) or mutual TLS certificates, supports MFA, authorization rules per group, and split tunnel. Choose it for remote staff reaching private resources; choose Site-to-Site VPN for office-to-VPC, Session Manager when only EC2 shell access is needed.",,,1,P2,new,,,B5.1 P2 长尾
aws-cognito-user-pool-vs-identity-pool,service,D1,1.2,Amazon Cognito,R2 service: Amazon Cognito,"Cognito: user pools (auth, hosted UI, MFA, IdPs) vs identity pools (AWS credentials)","User pools authenticate app users and return JWTs (hosted UI, MFA, social and SAML IdPs, Lambda triggers); identity pools exchange any identity (user pool, Google, SAML, unauthenticated guests) for temporary IAM credentials via STS. Customer-facing apps only: workforce SSO is Identity Center.",,,2,P1,exists,aws-cognito-user-pool-vs-identity-pool,,—
aws-detective-service,service,D1,1.2,Amazon Detective,R2 service: Amazon Detective,Detective: investigate GuardDuty/Security Hub findings with a behaviour graph,"Detective ingests CloudTrail, VPC Flow Logs and GuardDuty findings into a graph so you can answer 'what else did this principal/IP touch and since when'. It is the post-alert investigation tool; it does not detect (GuardDuty), scan (Inspector) or aggregate (Security Hub).",,,1,P2,partial,aws-guardduty-inspector-macie-detective,Live card gives Detective one clause; service card must state its data sources and its position after GuardDuty in the workflow.,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-direct-connect-service,service,D1,1.2,AWS Direct Connect,R2 service: AWS Direct Connect,"Direct Connect: dedicated/hosted, VIF types, DX Gateway, unencrypted by default","DX is a private physical link (dedicated 1/10/100 Gbps or hosted sub-1 Gbps) with weeks of lead time; private VIF to a VGW/DX Gateway, transit VIF to TGW, public VIF for public AWS endpoints. Traffic is not encrypted: add VPN over DX or MACsec. Resilience needs a second connection or VPN backup.",,,2,P1,partial,aws-direct-connect-encryption,"Live card covers encryption and DX Gateway; missing VIF types, dedicated vs hosted, lead time, resiliency models.",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-firewall-manager-service,service,D1,1.2,AWS Firewall Manager,R2 service: AWS Firewall Manager,"Firewall Manager: org-wide WAF, Shield Advanced, SG and Network Firewall enforcement","Firewall Manager applies WAF web ACLs, Shield Advanced protection, security-group baselines and Network Firewall/Route 53 DNS Firewall policies to every matching resource across an Organization, including resources created later. Requires Organizations, a delegated admin account and Config enabled. Choose it when the stem says 'all accounts' and 'automatically for new resources'.",,,2,P2,new,,,B5.1 P2 长尾
aws-guardduty-service,service,D1,1.2,Amazon GuardDuty,R2 service: Amazon GuardDuty,"GuardDuty: agentless threat detection from CloudTrail, VPC Flow Logs, DNS logs; org-wide","GuardDuty analyses CloudTrail events, VPC Flow Logs, DNS logs plus optional S3, EKS, RDS login, Lambda and malware protection to produce findings (compromised credentials, crypto mining, unusual API calls) without agents; enable org-wide with a delegated admin; route findings to EventBridge for automated response. Not a vulnerability scanner and not a firewall.",,,1,P1,partial,aws-guardduty-inspector-macie-detective,"Live card is a four-way picker; missing data sources, protection plans, org delegation and EventBridge response pattern.",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-inspector-service,service,D1,1.2,Amazon Inspector,R2 service: Amazon Inspector,"Inspector: continuous vulnerability and reachability scanning of EC2, ECR, Lambda","Inspector automatically scans EC2 (via SSM agent), container images in ECR and Lambda functions for CVEs and unintended network exposure, scoring findings and sending them to Security Hub/EventBridge. Choose it for 'unpatched software' or 'known vulnerabilities'; not for threats (GuardDuty) or data (Macie).",,,1,P1,partial,aws-guardduty-inspector-macie-detective,"Live card gives Inspector one clause; service card must state its targets (EC2/ECR/Lambda), SSM-agent dependency and continuous mode.",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-network-firewall-service,service,D1,1.2,AWS Network Firewall,R2 service: AWS Network Firewall,Network Firewall: managed VPC firewall with domain filtering and Suricata IPS rules,"Network Firewall sits in its own subnet as a Gateway Load Balancer-style endpoint that route tables steer traffic through; it filters by domain name, Suricata IPS rules, protocols and IP sets, and is often centralised in an inspection VPC via Transit Gateway. Choose it for egress domain allow-lists or IDS/IPS; security groups and NACLs cannot filter by domain, WAF is HTTP-only.",,,2,P2,new,,,B5.1 P2 长尾
aws-privatelink-expose-service,service,D1,1.2,AWS PrivateLink,R2 service: AWS PrivateLink,PrivateLink: expose or consume a service privately without peering or CIDR clashes,"PrivateLink puts a service behind an NLB (or GWLB) as an endpoint service; consumers create interface endpoints in their own VPC. Only the consumer initiates, overlapping CIDRs are fine, and it scales to thousands of consumer VPCs; use peering/TGW when both sides must initiate.",,,2,P1,exists,aws-privatelink-expose-service,,—
aws-secrets-manager-vs-parameter-store,service,D1,1.2,AWS Secrets Manager,R2 service: AWS Secrets Manager,Secrets Manager: KMS-encrypted secrets with managed rotation and cross-account access,"Secrets Manager stores secrets encrypted with KMS, rotates them with built-in Lambda rotators for RDS/Redshift/DocumentDB or custom Lambdas, supports resource policies for cross-account access and replication to other Regions; charged per secret and per API call. Parameter Store SecureString is the free alternative without rotation.",,,2,P1,exists,aws-secrets-manager-vs-parameter-store,,—
aws-shield-service,service,D1,1.2,AWS Shield,R2 service: AWS Shield,"Shield Standard vs Advanced: free L3/4 protection vs paid SRT, cost protection, WAF","Shield Standard is free and always on for every AWS customer at L3/L4. Shield Advanced ($3,000/month, 1-year commitment) adds near-real-time visibility, 24/7 DDoS Response Team, DDoS cost protection (scaling credits), WAF at no extra charge and health-based detection for EC2/EIP, ELB, CloudFront, Global Accelerator and Route 53. Choose Advanced only when the stem names SRT, cost protection or L7 DDoS on those resources.",,,1,P1,partial,aws-waf-vs-shield,"Live card contrasts WAF with Shield; missing the Standard vs Advanced split, price/commitment, SRT and cost protection.",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-site-to-site-vpn-vs-direct-connect,service,D1,1.2,AWS Site-to-Site VPN,R2 service: AWS Site-to-Site VPN,"Site-to-Site VPN: IPsec over the internet, two tunnels, VGW or TGW attachment","Site-to-Site VPN is IPsec from a customer gateway to a virtual private gateway or Transit Gateway: minutes to set up, encrypted, about 1.25 Gbps per tunnel, two tunnels per connection for AZ redundancy; add a second customer gateway for on-prem redundancy, Accelerated VPN for consistent global paths. Choose DX for bandwidth/consistency, VPN for speed of setup, encryption or DX backup.",,,2,P1,exists,aws-site-to-site-vpn-vs-direct-connect,"Quality: add the two-tunnel default, ~1.25 Gbps per tunnel, and TGW attachment option to the explanation.",—
aws-systems-manager-run-command-patch-and-parameters,service,D1,1.2,AWS Systems Manager,R2 service: AWS Systems Manager,"Systems Manager: Session Manager, Run Command, Patch Manager, Parameter Store, Automation","SSM manages EC2 and on-prem servers through the agent and an instance role: Session Manager (no SSH, logged shells), Run Command, Patch Manager with maintenance windows, Parameter Store for config/secrets, Automation for runbooks (used by Config remediation). Not a monitoring service and not a secret-rotation service.",,,2,P1,exists,aws-systems-manager-run-command-patch-and-parameters,Quality: name Session Manager and Automation runbooks inside the same card so the SSM feature list is complete.,—
aws-vpc-service,service,D1,1.2,Amazon VPC,R2 service: Amazon VPC,"VPC basics: CIDR, subnets per AZ, IGW, route tables, DNS attributes, limits","A VPC is a Regional private network with a /16 to /28 CIDR (plus secondary CIDRs); subnets are AZ-bound and get a route table; an Internet Gateway plus a 0.0.0.0/0 route makes a subnet public; enableDnsHostnames/Support are needed for private hosted zones and interface endpoints. Five reserved IPs per subnet, default limit 5 VPCs per Region. Everything in D1 networking hangs off this model.",,,1,P0,new,,,B2.4 P0 新卡
