uid,kind,domain,topic,difficulty,fragment,position,order_in_deck,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-context-window-accounting,concept,D2,D2 Applications & integration,d1,D2a.md,42,420,https://platform.claude.com/docs/en/build-with-claude/context-windows,"everything counts: system prompt, messages incl tool results/images/documents, tool definitions, output incl thinking; cached prefixes still occupy window, input_tokens + cache_read + cache_creation all count; input alone > window => 400 invalid_request_error prompt is too long; Claude 4.5+ input + max_tokens > window accepted, stops with model_context_window_exceeded",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-sampling-params-removed,concept,D2,D2 Applications & integration,d1,D2a.md,43,430,https://platform.claude.com/docs/en/api/messages ; https://platform.claude.com/docs/en/build-with-claude/working-with-messages ; https://platform.claude.com/docs/en/build-with-claude/thinking,"temperature deprecated, models released after Opus 4.6 accept only 1.0 else 400; top_p only >= 0.99 else 400; top_k any value 400; Claude 4.7+ non-default sampling params 400 regardless of thinking; older models restriction only while thinking on",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-streaming-event-order,feature,D2,D2 Applications & integration,d2,D2a.md,44,440,https://platform.claude.com/docs/en/build-with-claude/streaming ; https://platform.claude.com/docs/en/build-with-claude/handling-stop-reasons,"event flow message_start (empty content, stop_reason null) -> content_block_start/delta/stop per block with index -> one or more message_delta (usage cumulative) -> message_stop; ping events any time; error events after HTTP 200 e.g. overloaded_error (529 equivalent); handle unknown event types gracefully; stop_reason null in message_start, provided in message_delta",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-tool-result-first-rule,feature,D2,D2 Applications & integration,d2,D2a.md,45,450,https://platform.claude.com/docs/en/agents-and-tools/tool-use/handle-tool-calls ; https://platform.claude.com/docs/en/build-with-claude/handling-stop-reasons,"tool_result message must immediately follow the assistant tool_use message; tool_result blocks must come FIRST in user content, text after; 400 error tool_use ids were found without tool_result blocks immediately after; if server tool pending, user message must contain only tool_result blocks and keep same tools array, else 400 naming unresolved server tool",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-automatic-caching-top-level,feature,D2,D2 Applications & integration,d2,D2a.md,46,460,https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"top-level cache_control applies breakpoint to last cacheable block and moves forward each turn; uses one of 4 slots; same minimums, ordering, 20-block lookback; 400 if last block has explicit cache_control with different TTL; 400 if 4 explicit breakpoints exist; walks backwards if last block ineligible; legacy Amazon Bedrock (Opus 4.6 and earlier) returns 400 for top-level cache_control",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-cache-prewarm-max-tokens-zero,feature,D2,D2 Applications & integration,d2,D2a.md,47,470,https://platform.claude.com/docs/en/build-with-claude/prompt-caching ; https://platform.claude.com/docs/en/api/messages,"max_tokens 0 pre-warm: empty content, stop_reason max_tokens, populated usage; zero output tokens billed, cache write billed if prefix not cached; breakpoint on shared prefix not placeholder; use same thinking/effort config; rejected with stream true, thinking type enabled, output_config.format, tool_choice tool/any; rejected inside Message Batches; replaces max_tokens 1 workaround",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-image-request-limits,feature,D2,D2 Applications & integration,d1,D2a.md,48,480,https://platform.claude.com/docs/en/build-with-claude/vision ; https://platform.claude.com/docs/en/api/overview,"600 images per API request (100 for 200k-context models); 20 per message on claude.ai; max 8000x8000 px; 10 MB base64 per image on Claude API, 5 MB on Bedrock/Google Cloud; >20 image blocks (incl earlier turns and tool_result screenshots) => stricter limit, keep dimensions <= 2000 px or <= 20 image+document blocks; invalid_request_error mentioning many-image requests; 32 MB request size limit",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-pdf-request-limits,feature,D2,D2 Applications & integration,d1,D2a.md,49,490,https://platform.claude.com/docs/en/build-with-claude/pdf-support,document sources url / base64 (application/pdf) / file (file_id); max request size 32 MB; max 600 pages per request (100 when context window under 1M); standard PDF no passwords/encryption; limits on entire payload; Bedrock and Google Cloud base64 only; all active models support PDF; cache_control on document block example,2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-files-api-lifecycle,feature,D2,D2 Applications & integration,d2,D2a.md,50,500,https://platform.claude.com/docs/en/build-with-claude/files,"files accessible to entire workspace not scoped to end user; never accept file_id from untrusted sources; workspace per tenant, up to 100 workspaces per organization; 500 MB per file; 1 TB per organization; expires_in_seconds 3,600 to 7,776,000; uploads downloadable false, only skills/code execution outputs downloadable; files persist until deleted or expires_at",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-thinking-display-modes,feature,D2,D2 Applications & integration,d2,D2a.md,51,510,https://platform.claude.com/docs/en/build-with-claude/thinking,"display summarized default on Opus 4.6, Sonnet 4.6 and earlier; omitted default on Fable 5.1, Fable 5, Opus 5, Sonnet 5, Opus 4.8, Opus 4.7; updates beta header thinking-display-updates-2026-08-18 returns progress updates between tool calls; omitted = faster time-to-first-text-token, full thinking tokens still billed; signature identical across display values; switching display between turns supported; display invalid with type disabled",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-thinking-tokens-usage-field,feature,D2,D2 Applications & integration,d2,D2a.md,52,520,https://platform.claude.com/docs/en/build-with-claude/extended-thinking ; https://platform.claude.com/docs/en/api/messages ; https://platform.claude.com/docs/en/build-with-claude/context-windows,"usage.output_tokens_details.thinking_tokens = billed output tokens spent on reasoning, from raw reasoning not summary, always <= output_tokens; when streaming appears only on final message_delta; thinking tokens billed as output, count toward max_tokens and rate limits; effort is soft guidance, max_tokens strict limit",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-server-tool-auto-cache-breakpoint,feature,D2,D2 Applications & integration,d2,D2a.md,53,530,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-use-with-prompt-caching ; https://platform.claude.com/docs/en/build-with-claude/prompt-caching,"automatic cache breakpoint placed on server tool result (web search, web fetch, code execution) before next loop iteration; only when request already has at least one cache_control marker; always default 5-minute TTL regardless of your TTL; shows as cache_creation.ephemeral_5m_input_tokens; prompt-caching page cross-references this for unexpected 5m writes",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
ccdvf-request-size-limits,feature,D2,D2 Applications & integration,d1,D2a.md,54,540,https://platform.claude.com/docs/en/api/overview ; https://platform.claude.com/docs/en/api/errors,"Messages and Token Counting 32 MB; Message Batches 256 MB; Files API 500 MB; 413 request_too_large; on direct API Cloudflare returns 413 before request reaches API servers; Bedrock 20 MB, Google Cloud 30 MB, Claude Platform on AWS same as direct API",2026-09-21,"claude-opus-5 independent fact-check 2026-09-21 (every source_url re-fetched as markdown; numbers/defaults/error strings re-verified; MCQ single correct set, WHYs, key order, star count, qualifier-in-stem checked; no overlap with exam guide section 8 samples)",none (verified as written)
